County,Alcohol-Impaired Driving Deaths %,Adult Obesity %,Food Environment Index (0-10),Physically Inactive Adults %,Access to Exercise Opportunities %,Food Insecure %,Limited Access to Healthy Foods %,Insufficient Sleep % (Avg Hours < 7),Uninsured Adults % (Age < 65),Some College % (Adults 25-44),School Segregation Index,Unemployment % (Age >= 16),Median Household Income,Children Single-Parent Households %,Annual Average Violent Crimes,Severe Housing Problems %,Drive Alone to Work %,Drive Alone Long Commute % (Minutes > 30),Homeowners %,Broadband Internet Access %,High School Completion % (Adults >= 25),,,,
TX: Wilbarger,19%,39%,5.6,37%,21%,19%,16%,39%,26%,52%,0.02,5.9%,"$51,800",18%,42,14%,80%,16%,59%,70%,79%,,,,
TX: Willacy,28%,46%,4.6,45%,11%,19%,26%,39%,30%,36%,0.08,12.0%,"$40,200",40%,160,18%,83%,31%,67%,67%,70%,,,,
TX: Williamson,26%,32%,7.8,24%,89%,11%,9%,34%,14%,76%,0.10,5.9%,"$91,500",17%,834,12%,77%,44%,68%,94%,93%,,,,
TX: Wilson,21%,37%,8.6,29%,56%,11%,2%,36%,19%,59%,0.07,5.7%,"$74,500",17%,64,13%,79%,62%,87%,86%,89%,,,,
TX: Winkler,31%,39%,8.5,36%,96%,11%,1%,37%,24%,44%,0.10,9.3%,"$78,000",11%,10,14%,83%,31%,81%,79%,69%,,,,
TX: Wise,28%,37%,7.7,30%,32%,14%,3%,36%,25%,57%,0.06,6.5%,"$71,600",21%,102,14%,80%,49%,80%,82%,86%,,,,
TX: Wood,26%,36%,6.7,30%,25%,17%,9%,37%,25%,48%,0.06,6.6%,"$61,900",26%,76,15%,79%,47%,81%,80%,86%,,,,
TX: Yoakum,20%,39%,8.6,36%,79%,9%,5%,36%,29%,47%,0.03,11.9%,"$67,100",12%,16,13%,73%,25%,77%,84%,69%,,,,
TX: Young,6%,36%,6.7,31%,68%,14%,14%,37%,26%,63%,0.01,5.3%,"$54,600",25%,31,11%,80%,18%,74%,80%,85%,,,,
TX: Zapata,50%,43%,6.2,44%,25%,19%,8%,39%,39%,40%,,12.4%,"$39,900",27%,14,25%,70%,22%,70%,62%,65%,,,,
TX: Zavala,25%,46%,4.3,46%,,22%,23%,39%,28%,50%,0.09,14.1%,"$34,900",58%,18,17%,87%,9%,74%,62%,76%,,,,
UT: Beaver,0%,31%,8.2,23%,75%,12%,4%,34%,15%,70%,0.03,4.0%,"$61,900",7%,3,11%,73%,20%,82%,75%,91%,,,,
UT: Box Elder,16%,34%,8.2,22%,71%,11%,5%,37%,12%,63%,0.02,4.4%,"$73,900",11%,65,9%,78%,34%,76%,89%,93%,,,,
UT: Cache,11%,34%,7.6,19%,81%,12%,9%,33%,11%,76%,0.07,2.9%,"$65,400",13%,79,14%,74%,12%,63%,89%,94%,,,,
UT: Carbon,17%,34%,7,26%,52%,15%,9%,36%,11%,69%,0.02,5.2%,"$51,900",22%,25,17%,82%,14%,72%,80%,92%,,,,
UT: Daggett,33%,30%,7.7,20%,97%,8%,15%,33%,9%,80%,,4.5%,"$63,500",0%,1,6%,47%,14%,71%,93%,96%,,,,
UT: Davis,23%,34%,8.6,20%,85%,9%,5%,32%,9%,76%,0.05,4.1%,"$92,300",13%,246,10%,78%,29%,78%,92%,96%,,,,
UT: Duchesne,6%,33%,7.5,26%,50%,14%,7%,34%,17%,53%,0.04,7.7%,"$61,700",16%,90,13%,78%,25%,74%,86%,89%,,,,
UT: Emery,17%,35%,7,22%,39%,14%,12%,33%,11%,67%,0.22,4.7%,"$64,100",18%,18,8%,80%,22%,75%,82%,94%,,,,
UT: Garfield,25%,31%,5.5,23%,22%,17%,22%,34%,18%,64%,0.13,10.2%,"$47,600",17%,,14%,69%,14%,78%,79%,94%,,,,
UT: Grand,16%,29%,8,21%,95%,13%,2%,33%,18%,63%,0.01,9.5%,"$58,900",33%,26,16%,79%,9%,66%,90%,94%,,,,
UT: Iron,6%,33%,6.4,20%,62%,14%,18%,34%,14%,69%,0.03,4.5%,"$52,900",19%,134,16%,76%,12%,65%,85%,93%,,,,
UT: Juab,19%,35%,7.1,23%,56%,13%,13%,34%,12%,51%,0.63,2.9%,"$70,100",12%,9,10%,76%,35%,78%,83%,92%,,,,
UT: Kane,25%,31%,6.7,21%,47%,14%,14%,34%,11%,69%,0.1,5.4%,"$58,400",20%,23,11%,72%,4%,77%,81%,91%,,,,
UT: Millard,21%,32%,7.9,25%,53%,13%,5%,34%,17%,52%,0.02,3.2%,"$60,300",12%,36,9%,74%,15%,74%,82%,90%,,,,
UT: Morgan,38%,29%,9.4,18%,88%,8%,0%,30%,8%,83%,0.02,3.3%,"$103,700",7%,,10%,81%,45%,88%,96%,98%,,,,
UT: Piute,50%,34%,2.7,25%,9%,18%,48%,34%,14%,49%,0.06,6.3%,"$47,200",1%,1,9%,82%,38%,89%,69%,93%,,,,
UT: Rich,50%,31%,4.6,22%,41%,15%,35%,34%,10%,75%,,3.4%,"$75,500",6%,2,6%,78%,41%,73%,90%,96%,,,,
UT: Salt Lake,26%,31%,8.5,21%,92%,11%,3%,32%,13%,70%,0.14,5.1%,"$79,300",17%,4261,14%,73%,26%,68%,90%,92%,,,,
UT: San Juan,31%,38%,4.2,25%,18%,19%,30%,40%,21%,57%,0.35,10.2%,"$50,700",23%,15,20%,78%,27%,78%,59%,86%,,,,
UT: Sanpete,13%,32%,7.5,25%,43%,13%,8%,34%,16%,59%,0.05,3.7%,"$55,000",11%,16,14%,72%,22%,77%,84%,92%,,,,
UT: Sevier,16%,34%,8,23%,50%,14%,1%,34%,13%,61%,0.04,4.2%,"$56,300",13%,21,9%,78%,12%,79%,84%,91%,,,,
UT: Summit,20%,22%,8.7,16%,94%,8%,6%,26%,10%,75%,0.05,7.2%,"$115,800",17%,55,13%,68%,35%,78%,94%,95%,,,,
UT: Tooele,36%,34%,8.3,23%,84%,10%,7%,37%,12%,62%,0.07,4.8%,"$79,100",14%,178,9%,74%,50%,81%,93%,92%,,,,
UT: Uintah,55%,36%,7.4,25%,55%,13%,8%,36%,18%,53%,0.12,9.2%,"$63,300",14%,47,13%,77%,18%,77%,84%,88%,,,,
UT: Utah,17%,30%,8,19%,80%,11%,8%,31%,11%,80%,0.07,3.7%,"$81,800",10%,449,15%,72%,26%,68%,88%,95%,,,,
UT: Wasatch,26%,29%,8.3,18%,66%,9%,7%,31%,13%,76%,0.04,6.4%,"$87,100",10%,27,16%,75%,35%,74%,92%,95%,,,,
UT: Washington,24%,30%,7.3,19%,82%,13%,11%,33%,17%,72%,0.07,5.3%,"$71,900",15%,235,17%,77%,14%,70%,88%,94%,,,,
UT: Wayne,0%,33%,6.6,22%,44%,14%,16%,33%,16%,66%,0.03,7.6%,"$54,800",19%,,12%,63%,14%,73%,83%,90%,,,,
UT: Weber,15%,36%,8.1,24%,84%,11%,6%,32%,11%,61%,0.13,4.8%,"$72,100",19%,603,13%,79%,24%,75%,90%,92%,,,,
VT: Addison,31%,25%,9.0,18%,56%,9%,2%,30%,7%,68%,0.08,5.0%,"$73,000",14%,29,14%,71%,39%,75%,85%,94%,,,,
VT: Bennington,33%,26%,8.4,21%,75%,11%,3%,34%,7%,69%,0.04,6.6%,"$65,500",29%,57,15%,75%,22%,73%,82%,93%,,,,
VT: Caledonia,42%,29%,8.4,23%,56%,12%,2%,31%,7%,63%,0.08,5.8%,"$52,200",21%,35,15%,76%,32%,75%,80%,93%,,,,
VT: Chittenden,26%,23%,8.7,17%,78%,10%,2%,29%,6%,81%,0.10,4.8%,"$80,500",21%,209,17%,70%,26%,63%,87%,95%,,,,
VT: Essex,50%,30%,7.5,27%,24%,12%,10%,35%,8%,54%,,6.5%,"$51,000",24%,1,15%,81%,41%,83%,76%,88%,,,,
VT: Franklin,52%,32%,8.9,23%,45%,9%,2%,34%,7%,63%,0.11,5.3%,"$62,800",16%,68,14%,82%,43%,78%,82%,91%,,,,
VT: Grand Isle,25%,26%,9.3,20%,30%,8%,0%,31%,6%,66%,,5.9%,"$80,000",15%,3,17%,80%,63%,86%,87%,94%,,,,
VT: Lamoille,50%,27%,8.7,23%,60%,11%,0%,32%,8%,70%,0.08,7.8%,"$57,900",24%,14,21%,76%,43%,72%,85%,92%,,,,
VT: Orange,33%,32%,8.6,22%,42%,10%,3%,33%,8%,62%,0.08,4.8%,"$60,600",20%,6,17%,74%,43%,81%,81%,93%,,,,
VT: Orleans,37%,33%,8.0,25%,39%,12%,4%,36%,8%,57%,0.05,7.9%,"$56,700",20%,38,18%,78%,30%,78%,81%,89%,,,,
VT: Rutland,38%,32%,8.3,22%,70%,11%,5%,32%,7%,64%,0.10,6.9%,"$62,300",19%,97,19%,81%,27%,72%,81%,94%,,,,
VT: Washington,26%,27%,8.3,19%,60%,10%,6%,29%,6%,72%,0.06,4.8%,"$70,100",31%,60,15%,73%,34%,70%,86%,94%,,,,
VT: Windham,34%,23%,8.1,19%,59%,12%,4%,30%,7%,62%,0.07,6.3%,"$59,000",29%,73,19%,71%,29%,68%,70%,94%,,,,
VT: Windsor,34%,27%,8.8,20%,62%,10%,1%,32%,8%,71%,0.08,5.3%,"$60,800",22%,51,17%,76%,33%,76%,84%,95%,,,,
VA: Accomack,33%,40%,8.5,34%,32%,12%,1%,41%,18%,45%,0.06,6.5%,"$44,100",36%,74,13%,72%,31%,65%,73%,82%,,,,
VA: Albemarle,27%,28%,8.8,24%,71%,9%,4%,34%,10%,80%,0.09,5.4%,"$79,700",22%,106,14%,73%,24%,65%,88%,93%,,,,
VA: Alexandria City,27%,28%,,22%,100%,8%,,35%,10%,85%,0.06,6.0%,"$99,800",23%,286,17%,57%,46%,43%,93%,93%,,,,
VA: Alleghany,40%,36%,7.2,31%,100%,15%,8%,40%,11%,51%,0.05,6.5%,"$52,300",29%,31,11%,88%,29%,79%,72%,89%,,,,
VA: Amelia,50%,35%,8.6,30%,1%,9%,6%,38%,13%,44%,0.00,5.8%,"$70,500",19%,15,13%,88%,71%,83%,77%,86%,,,,
VA: Amherst,27%,36%,8.4,30%,57%,11%,4%,38%,12%,59%,0.02,5.6%,"$61,100",25%,43,11%,81%,34%,77%,75%,87%,,,,
VA: Appomattox,29%,36%,8.6,30%,50%,11%,2%,40%,14%,61%,0.00,5.8%,"$55,200",23%,18,10%,86%,48%,77%,74%,88%,,,,
VA: Arlington,30%,24%,9.3,18%,100%,8%,0%,31%,7%,91%,0.09,4.5%,"$125,000",16%,345,16%,47%,45%,43%,92%,95%,,,,
VA: Augusta,31%,33%,8.4,30%,44%,9%,8%,37%,11%,51%,0.04,4.6%,"$67,700",17%,93,10%,85%,33%,79%,80%,89%,,,,
VA: Bath,40%,35%,7.8,33%,100%,10%,10%,41%,12%,71%,,9.9%,"$56,200",21%,5,10%,87%,31%,82%,75%,88%,,,,
VA: Bedford,35%,33%,8.9,27%,44%,9%,1%,36%,11%,68%,0.04,5.1%,"$70,000",17%,64,8%,85%,41%,84%,80%,92%,,,,
VA: Bland,0%,34%,8.2,28%,91%,11%,5%,39%,9%,45%,,5.6%,"$56,600",23%,5,9%,92%,34%,83%,64%,89%,,,,
VA: Botetourt,23%,31%,8.3,26%,65%,8%,11%,36%,8%,66%,0.05,4.5%,"$70,800",15%,35,9%,87%,42%,86%,82%,94%,,,,
VA: Bristol City,25%,37%,6.0,32%,81%,18%,14%,40%,11%,50%,0.02,7.7%,"$41,400",38%,46,15%,78%,17%,61%,76%,86%,,,,
VA: Brunswick,26%,41%,7.4,35%,8%,13%,10%,43%,15%,44%,0.03,8.0%,"$45,600",56%,22,13%,84%,50%,74%,72%,77%,,,,
VA: Buchanan,21%,38%,6.8,37%,25%,20%,1%,42%,14%,44%,,9.5%,"$35,900",33%,50,13%,83%,39%,80%,68%,73%,,,,
VA: Buckingham,47%,41%,8.2,34%,5%,11%,5%,42%,14%,41%,0.01,7.4%,"$49,300",28%,22,15%,83%,65%,74%,69%,83%,,,,
VA: Buena Vista City,,37%,2.9,35%,89%,15%,50%,40%,10%,48%,0.02,5.7%,"$48,800",28%,7,17%,83%,20%,61%,75%,80%,,,,
VA: Campbell,38%,36%,8.6,29%,43%,10%,2%,38%,12%,60%,0.04,5.9%,"$59,200",22%,110,10%,87%,33%,73%,77%,89%,,,,
VA: Caroline,29%,35%,9.3,29%,40%,7%,2%,40%,11%,56%,0.01,6.7%,"$67,700",30%,43,9%,78%,58%,80%,79%,88%,,,,
VA: Carroll,21%,34%,8.2,32%,41%,13%,2%,41%,14%,53%,0.03,8.2%,"$48,600",19%,29,11%,84%,37%,79%,71%,81%,,,,
VA: Charles City,50%,39%,9.1,32%,6%,9%,1%,44%,15%,56%,0.02,6.5%,"$61,900",20%,5,13%,83%,70%,84%,67%,82%,,,,
VA: Charlotte,47%,40%,6.4,35%,12%,15%,15%,42%,15%,57%,0.02,5.6%,"$45,100",40%,27,13%,76%,52%,68%,67%,84%,,,,
VA: Charlottesville City,18%,34%,8.0,27%,100%,12%,4%,38%,12%,81%,0.03,6.4%,"$70,500",33%,220,19%,59%,13%,40%,86%,91%,,,,
VA: Chesapeake City,31%,36%,9.0,27%,90%,7%,5%,41%,9%,74%,0.10,6.1%,"$80,400",26%,993,14%,82%,42%,72%,92%,93%,,,,
VA: Chesterfield,30%,36%,8.8,27%,69%,6%,8%,36%,11%,72%,0.12,5.9%,"$83,600",24%,455,11%,81%,41%,77%,91%,93%,,,,
VA: Clarke,20%,32%,9.3,25%,65%,8%,0%,35%,10%,66%,0.01,4.5%,"$88,400",14%,11,18%,78%,59%,78%,83%,92%,,,,
VA: Colonial Heights City,57%,35%,8.1,29%,96%,11%,5%,39%,11%,65%,0.03,7.1%,"$67,300",43%,52,17%,84%,37%,66%,81%,92%,,,,
VA: Covington City,0%,35%,7.6,31%,100%,11%,11%,39%,10%,46%,0.02,9.6%,"$40,700",19%,14,13%,92%,20%,75%,80%,88%,,,,
VA: Craig,50%,31%,8.4,26%,95%,11%,4%,38%,7%,42%,,5.1%,"$57,300",17%,3,4%,90%,72%,71%,76%,91%,,,,
VA: Culpeper,37%,32%,9.1,29%,62%,8%,3%,39%,13%,56%,0.03,5.0%,"$80,200",19%,79,14%,78%,47%,73%,86%,87%,,,,
VA: Cumberland,40%,38%,6.7,33%,41%,11%,19%,41%,12%,62%,0.01,6.1%,"$51,000",26%,18,14%,82%,63%,76%,71%,86%,,,,
VA: Danville City,17%,43%,7.2,36%,68%,15%,7%,44%,12%,56%,0.04,9.7%,"$36,600",51%,264,18%,79%,16%,50%,72%,84%,,,,
VA: Dickenson,44%,36%,,36%,53%,20%,,41%,12%,59%,,8.0%,"$38,400",28%,30,16%,89%,39%,75%,68%,78%,,,,
VA: Dinwiddie,32%,36%,8.2,31%,18%,9%,8%,41%,12%,57%,0.04,6.4%,"$63,600",22%,70,11%,85%,51%,77%,79%,84%,,,,
VA: Emporia City,50%,46%,7.4,42%,69%,17%,2%,46%,11%,52%,,11.1%,"$42,900",58%,33,24%,73%,20%,41%,72%,75%,,,,
VA: Essex,30%,40%,7.0,36%,31%,11%,17%,43%,13%,48%,0.01,7.0%,"$56,100",36%,24,15%,81%,49%,68%,65%,83%,,,,
VA: Fairfax,29%,24%,9.6,21%,99%,6%,2%,37%,11%,82%,0.11,5.8%,"$132,500",16%,"1,095",15%,67%,50%,69%,95%,93%,,,,
VA: Fairfax City,22%,27%,9.5,23%,100%,6%,2%,35%,11%,84%,0.01,5.6%,"$102,800",18%,21,16%,69%,55%,70%,95%,93%,,,,
VA: Falls Church City,,28%,,17%,100%,6%,,31%,4%,92%,0.01,3.8%,"$160,300",14%,22,16%,61%,37%,59%,95%,97%,,,,
VA: Fauquier,23%,32%,9.5,24%,59%,6%,1%,37%,10%,68%,0.04,4.7%,"$107,000",17%,44,11%,80%,60%,77%,89%,92%,,,,
VA: Floyd,57%,30%,8.0,28%,21%,10%,9%,39%,14%,62%,0.03,5.1%,"$54,300",12%,20,9%,78%,60%,86%,74%,89%,,,,
VA: Fluvanna,20%,31%,9.3,23%,40%,7%,3%,35%,10%,67%,0.01,5.3%,"$79,600",19%,26,10%,77%,61%,82%,88%,92%,,,,
VA: Franklin,26%,38%,8.0,30%,36%,11%,8%,38%,12%,58%,0.03,5.5%,"$61,700",21%,85,13%,81%,53%,82%,77%,88%,,,,
VA: Franklin City,0%,42%,6.0,35%,73%,11%,27%,43%,9%,50%,0.00,8.5%,"$47,200",54%,27,18%,85%,36%,56%,79%,84%,,,,
VA: Frederick,36%,33%,8.9,26%,71%,8%,5%,36%,11%,61%,0.04,4.6%,"$83,000",20%,93,11%,84%,39%,78%,85%,88%,,,,
VA: Fredericksburg City,38%,34%,8.0,28%,100%,13%,4%,39%,12%,70%,0.01,7.2%,"$72,400",38%,123,20%,70%,37%,40%,88%,92%,,,,
VA: Galax City,100%,38%,7.1,37%,63%,17%,4%,40%,17%,50%,0.01,7.7%,"$40,300",26%,22,15%,73%,23%,68%,75%,75%,,,,
VA: Giles,21%,34%,8.7,28%,79%,11%,0%,38%,11%,61%,0.02,6.3%,"$56,000",16%,25,9%,87%,46%,76%,76%,90%,,,,
VA: Gloucester,25%,29%,8.9,27%,57%,10%,2%,38%,11%,63%,0.01,5.4%,"$73,900",18%,42,11%,85%,59%,80%,86%,89%,,,,
VA: Goochland,21%,32%,9.4,24%,58%,6%,2%,36%,7%,69%,0.01,4.9%,"$101,900",12%,26,11%,80%,47%,86%,86%,93%,,,,
VA: Grayson,78%,36%,7.1,34%,64%,15%,9%,40%,13%,50%,0.05,5.7%,"$45,900",25%,19,11%,84%,40%,84%,74%,83%,,,,
VA: Greene,20%,34%,8.7,28%,29%,8%,7%,38%,13%,61%,0.02,5.2%,"$70,000",16%,23,10%,74%,48%,81%,87%,88%,,,,
VA: Greensville,33%,40%,9.1,35%,11%,9%,0%,45%,10%,39%,0.01,6.8%,"$48,600",47%,15,14%,80%,34%,72%,71%,78%,,,,
VA: Halifax,37%,37%,7.7,33%,32%,11%,10%,40%,13%,58%,0.04,7.0%,"$43,400",33%,73,12%,81%,35%,75%,61%,82%,,,,
VA: Hampton City,30%,40%,8.1,30%,82%,11%,7%,42%,9%,67%,0.05,8.5%,"$53,700",42%,402,19%,81%,26%,57%,85%,92%,,,,
VA: Hanover,32%,34%,9.2,23%,78%,6%,4%,35%,8%,75%,0.03,4.8%,"$97,700",16%,131,9%,83%,40%,83%,88%,94%,,,,
VA: Harrisonburg City,17%,38%,8.2,33%,91%,13%,1%,39%,15%,59%,0.01,6.4%,"$52,200",25%,113,24%,71%,12%,41%,80%,83%,,,,
VA: Henrico,27%,30%,8.8,25%,93%,8%,5%,40%,10%,77%,0.22,6.5%,"$80,100",28%,567,14%,78%,25%,64%,88%,92%,,,,
VA: Henry,31%,39%,6.8,36%,29%,13%,14%,44%,14%,55%,0.03,7.6%,"$41,700",33%,118,13%,86%,30%,72%,70%,80%,,,,
VA: Highland,33%,33%,5.3,28%,59%,11%,34%,37%,16%,55%,,3.7%,"$52,900",5%,2,7%,72%,42%,87%,73%,90%,,,,
VA: Hopewell City,,39%,6.3,37%,86%,16%,14%,45%,12%,53%,0.02,10.7%,"$41,800",50%,94,20%,82%,35%,47%,81%,84%,,,,
VA: Isle of Wight,32%,34%,8.7,28%,62%,9%,4%,39%,9%,69%,0.02,5.1%,"$75,500",25%,52,11%,87%,51%,77%,79%,89%,,,,
VA: James City,41%,31%,8.5,22%,86%,8%,9%,36%,8%,73%,0.03,6.9%,"$86,500",21%,89,13%,81%,33%,77%,89%,95%,,,,
VA: King and Queen,15%,37%,8.8,30%,12%,8%,5%,41%,14%,64%,0.01,5.1%,"$60,100",25%,10,18%,83%,64%,85%,68%,91%,,,,
VA: King George,28%,34%,9.5,24%,65%,6%,2%,37%,8%,68%,0.01,4.5%,"$90,800",15%,27,8%,82%,51%,76%,88%,93%,,,,
VA: King William,38%,34%,9.2,28%,46%,7%,3%,38%,10%,68%,0.02,5.4%,"$79,300",14%,12,12%,86%,72%,88%,75%,94%,,,,
VA: Lancaster,64%,35%,8.8,28%,50%,9%,2%,38%,13%,62%,0.01,7.2%,"$55,500",49%,17,13%,79%,29%,76%,70%,90%,,,,
VA: Lee,22%,38%,7.1,36%,35%,19%,0%,39%,13%,45%,0.04,6.4%,"$38,200",34%,29,15%,83%,34%,69%,51%,79%,,,,
VA: Lexington City,,35%,7.5,29%,100%,17%,2%,39%,7%,80%,0.03,7.0%,"$63,600",23%,9,19%,52%,25%,55%,81%,92%,,,,
VA: Loudoun,42%,26%,10.0,21%,89%,4%,1%,35%,7%,84%,0.11,5.3%,"$155,400",11%,375,11%,72%,52%,78%,96%,94%,,,,
VA: Louisa,48%,35%,8.9,31%,26%,10%,1%,39%,14%,60%,0.01,5.2%,"$69,900",17%,65,11%,79%,64%,79%,82%,88%,,,,
VA: Lunenburg,33%,41%,8.4,34%,45%,12%,0%,41%,16%,45%,0.05,5.3%,"$47,400",30%,21,13%,83%,45%,71%,58%,82%,,,,
VA: Lynchburg City,29%,35%,7.5,29%,91%,13%,8%,40%,11%,73%,0.03,7.2%,"$56,100",37%,336,17%,74%,12%,50%,85%,89%,,,,
VA: Madison,14%,33%,9.2,29%,38%,8%,0%,40%,13%,63%,0.02,3.8%,"$67,400",19%,12,15%,77%,39%,79%,77%,89%,,,,
VA: Manassas City,38%,33%,9.6,29%,99%,6%,2%,38%,20%,55%,0.05,6.5%,"$87,800",24%,131,19%,74%,57%,69%,93%,86%,,,,
VA: Manassas Park City,,34%,8.9,29%,100%,5%,10%,38%,18%,47%,0.00,6.8%,"$82,300",24%,24,19%,75%,63%,61%,93%,78%,,,,
VA: Martinsville City,25%,40%,6.5,35%,83%,15%,14%,44%,10%,63%,0.01,10.9%,"$35,700",47%,39,16%,76%,18%,56%,77%,86%,,,,
VA: Mathews,0%,32%,8.8,26%,39%,10%,0%,37%,10%,61%,0.01,4.9%,"$68,900",11%,4,12%,78%,63%,84%,68%,92%,,,,
VA: Mecklenburg,33%,43%,7.3,34%,36%,13%,10%,40%,14%,63%,0.02,6.8%,"$49,500",35%,77,14%,83%,35%,72%,67%,85%,,,,
VA: Middlesex,23%,35%,9.0,29%,34%,10%,0%,38%,13%,59%,0.01,5.1%,"$60,800",27%,23,17%,74%,45%,79%,70%,88%,,,,
VA: Montgomery,27%,32%,8.2,26%,71%,12%,4%,39%,10%,77%,0.05,4.8%,"$62,400",16%,125,17%,76%,19%,55%,89%,94%,,,,
VA: Nelson,38%,33%,8.7,29%,48%,10%,2%,38%,14%,48%,0.02,5.6%,"$60,800",16%,21,15%,68%,56%,75%,71%,85%,,,,
VA: New Kent,24%,32%,9.7,25%,70%,6%,0%,38%,9%,60%,0.01,4.6%,"$107,700",13%,30,13%,81%,63%,90%,82%,94%,,,,
VA: Newport News City,38%,39%,7.9,31%,98%,12%,7%,44%,12%,69%,0.07,8.7%,"$60,000",39%,830,19%,77%,30%,48%,80%,92%,,,,
VA: Norfolk City,29%,36%,7.6,29%,88%,13%,8%,39%,13%,70%,0.10,8.7%,"$51,400",42%,"1,487",22%,72%,26%,43%,85%,88%,,,,
VA: Northampton,21%,39%,8.5,33%,11%,12%,0%,41%,14%,54%,0.00,7.8%,"$50,100",36%,12,13%,74%,29%,63%,78%,85%,,,,
VA: Northumberland,33%,33%,8.7,29%,33%,10%,2%,39%,12%,53%,0.00,6.3%,"$60,600",32%,22,15%,79%,46%,89%,79%,92%,,,,
VA: Norton City,,35%,5.2,32%,98%,20%,18%,40%,10%,57%,0.01,7.5%,"$36,000",38%,15,21%,79%,9%,52%,63%,85%,,,,
VA: Nottoway,28%,39%,6.2,36%,56%,13%,22%,43%,16%,40%,0.01,5.1%,"$51,500",27%,38,14%,81%,36%,67%,68%,82%,,,,
VA: Orange,33%,33%,8.2,27%,58%,9%,10%,39%,12%,57%,0.01,5.6%,"$73,200",22%,39,12%,80%,55%,78%,85%,90%,,,,
VA: Page,26%,35%,,32%,28%,14%,,38%,13%,44%,0.03,7.3%,"$52,100",23%,37,13%,78%,53%,72%,72%,84%,,,,
VA: Patrick,38%,33%,8.1,30%,24%,13%,3%,41%,13%,58%,0.03,6.9%,"$46,100",19%,27,11%,82%,49%,77%,70%,82%,,,,
VA: Petersburg City,29%,45%,5.0,36%,90%,16%,27%,47%,13%,54%,0.03,13.9%,"$43,200",52%,232,26%,74%,34%,36%,73%,83%,,,,
VA: Pittsylvania,42%,39%,7.9,32%,20%,12%,6%,39%,13%,55%,0.03,6.5%,"$49,100",28%,50,12%,85%,31%,76%,73%,84%,,,,
VA: Poquoson City,50%,31%,8.7,23%,70%,7%,8%,35%,7%,83%,0.01,4.2%,"$99,300",9%,16,9%,91%,35%,82%,89%,96%,,,,
VA: Portsmouth City,33%,37%,8.1,33%,86%,11%,6%,45%,11%,65%,0.07,9.6%,"$52,100",43%,680,20%,78%,34%,55%,84%,89%,,,,
VA: Powhatan,47%,32%,9.6,25%,56%,6%,1%,36%,10%,64%,0.01,4.8%,"$98,500",12%,21,9%,82%,63%,93%,91%,90%,,,,
VA: Prince Edward,35%,37%,8.0,31%,79%,12%,5%,41%,11%,57%,0.01,6.5%,"$48,000",34%,47,14%,76%,34%,63%,70%,85%,,,,
VA: Prince George,41%,39%,8.7,28%,32%,8%,7%,40%,9%,66%,0.01,6.5%,"$75,700",26%,42,12%,83%,36%,69%,88%,90%,,,,
VA: Prince William,28%,30%,9.6,27%,92%,5%,4%,41%,13%,71%,0.10,6.5%,"$111,100",18%,841,15%,73%,65%,73%,95%,89%,,,,
VA: Pulaski,24%,35%,7.8,30%,66%,13%,4%,40%,10%,57%,0.02,7.9%,"$50,500",21%,87,10%,87%,32%,69%,72%,89%,,,,
VA: Radford City,25%,36%,6.2,32%,94%,16%,16%,39%,8%,85%,0.01,6.3%,"$42,900",16%,102,21%,76%,17%,48%,82%,91%,,,,
VA: Rappahannock,29%,32%,8.4,26%,38%,10%,5%,37%,13%,53%,0.01,4.5%,"$76,600",10%,3,15%,74%,60%,77%,83%,91%,,,,
VA: Richmond,14%,36%,8.5,34%,53%,11%,2%,42%,11%,47%,0.00,4.9%,"$55,900",9%,11,12%,79%,31%,64%,72%,80%,,,,
VA: Richmond City,26%,34%,7.5,30%,88%,14%,7%,39%,14%,72%,0.24,8.8%,"$54,800",52%,"1,310",23%,70%,22%,44%,78%,87%,,,,
VA: Roanoke,25%,29%,8.9,26%,71%,8%,3%,35%,9%,74%,0.05,5.1%,"$71,600",18%,174,10%,84%,35%,75%,85%,93%,,,,
VA: Roanoke City,29%,36%,7.5,32%,91%,13%,7%,40%,14%,58%,0.11,7.7%,"$49,300",45%,380,19%,79%,33%,52%,78%,88%,,,,
VA: Rockbridge,20%,33%,7.9,28%,49%,11%,7%,39%,11%,63%,0.03,5.5%,"$55,700",18%,32,12%,81%,33%,75%,78%,89%,,,,
VA: Rockingham,38%,34%,8.8,29%,52%,9%,3%,36%,13%,56%,0.04,4.7%,"$62,600",14%,88,12%,81%,27%,74%,79%,85%,,,,
VA: Russell,14%,38%,7.4,34%,41%,17%,1%,39%,11%,59%,0.06,6.6%,"$43,200",15%,52,13%,80%,44%,75%,61%,81%,,,,
VA: Salem City,20%,33%,8.4,26%,72%,10%,5%,38%,8%,66%,0.04,5.8%,"$70,300",28%,27,12%,81%,23%,64%,81%,91%,,,,
VA: Scott,26%,36%,7.3,31%,42%,15%,6%,38%,12%,56%,0.06,5.3%,"$44,900",22%,23,13%,87%,52%,79%,67%,82%,,,,
VA: Shenandoah,23%,35%,8.4,29%,58%,11%,3%,38%,12%,54%,0.03,5.3%,"$54,300",18%,77,13%,80%,44%,70%,76%,88%,,,,
VA: Smyth,23%,39%,7.6,31%,88%,16%,1%,38%,11%,49%,0.05,6.4%,"$43,400",35%,64,11%,82%,30%,70%,74%,83%,,,,
